Equipo id,Edad,90 s,PrgC,PrgP,PrgR,Ast,G-TP,npxG,xAG,npxG+xAG,GC90,% Salvadas,% Salvadas,PaC%,PSxG/SoT,/90,%deLanzamientos,Int._x,% de Stp,Núm. de OPA/90,DistProm.,Long. prom.,Dis,Int._y,% Cmp,ACT,Desp.,Int,Bloqueos,Tkl,Ataq. pen.,Toques,Succ,Ganados,Jugadores_utiles,N_competiciones,temporada
86021000,25.333333333333332,20.745833333333334,1.1708333333333332,2.445,2.9475000000000002,0.05375,0.10833333333333334,0.11875000000000001,0.06791666666666667,0.18500000000000003,0.04916666666666667,6.241666666666667,1.6666666666666667,4.229166666666667,0.022500000000000003,0.005416666666666667,2.9916666666666667,0.3745833333333333,1.0166666666666666,0.0375,0.9833333333333334,2.466666666666667,1.0775,27.89375,67.05833333333334,1.4791666666666667,1.2920833333333333,0.72125,0.67875,1.08,1.7095833333333335,36.157916666666665,0.5770833333333333,1.29,24.0,3.0,2022-2023
86021000,26.391304347826086,18.16521739130435,0.9943478260869566,2.0408695652173914,2.3343478260869563,0.044782608695652176,0.05782608695652174,0.06869565217391305,0.0591304347826087,0.12739130434782608,0.1282608695652174,6.208695652173914,1.6304347826086956,2.3782608695652177,0.026956521739130435,0.01652173913043478,5.452173913043478,0.7360869565217392,0.32173913043478264,0.0973913043478261,1.317391304347826,4.439130434782609,0.8699999999999999,29.71695652173913,63.97826086956522,1.4491304347826086,1.787391304347826,0.9091304347826087,0.8086956521739131,1.222608695652174,1.261304347826087,38.76652173913043,0.6017391304347826,1.5352173913043479,23.0,3.0,2021-2022
86021000,27.35,21.259999999999998,1.0665,2.044,2.419,0.0685,0.073,0.096,0.0795,0.175,0.0765,3.085,0.0,1.215,0.017499999999999998,-0.008,2.685,0.40199999999999997,0.16999999999999998,0.0495,0.725,2.23,0.8400000000000001,31.0065,69.83500000000001,1.3765,1.6800000000000002,1.014,0.7375,1.1365,1.408,40.006,0.6945,1.845,20.0,3.0,2020-2021
78400000,25.434782608695652,18.33913043478261,1.5265217391304347,2.747391304347826,3.082608695652174,0.08217391304347826,0.1308695652173913,0.1265217391304348,0.08347826086956521,0.2091304347826087,0.07260869565217391,3.0652173913043477,0.8695652173913043,0.46956521739130436,0.012608695652173912,0.0004347826086956522,1.7,0.40608695652173915,0.2782608695652174,0.030869565217391304,0.5391304347826087,1.8652173913043477,1.18,35.74,75.22173913043478,1.912608695652174,1.828695652173913,0.7908695652173914,1.066086956521739,1.3843478260869566,1.7330434782608695,46.02695652173914,0.7934782608695652,1.1134782608695653,23.0,3.0,2022-2023
78400000,24.727272727272727,21.80909090909091,1.6927272727272729,3.7563636363636363,3.7849999999999997,0.12409090909090909,0.1459090909090909,0.17,0.12363636363636363,0.2931818181818182,0.03727272727272727,3.436363636363636,2.272727272727273,1.7727272727272727,0.013181818181818182,0.01,1.3454545454545455,0.31636363636363635,0.29090909090909095,0.07636363636363636,0.8045454545454546,1.8090909090909089,1.3518181818181818,43.3890909090909,77.82727272727273,2.25,1.6436363636363636,0.8340909090909091,0.8418181818181818,1.1186363636363637,2.055909090909091,53.11545454545455,0.9090909090909091,1.3813636363636363,22.0,3.0,2021-2022
78400000,24.291666666666668,21.0125,1.4304166666666667,3.4283333333333332,3.7225,0.07833333333333334,0.10208333333333335,0.11875000000000001,0.09166666666666667,0.20875,0.07458333333333333,6.583333333333333,2.6791666666666667,2.5458333333333334,0.02125,0.009166666666666667,1.8166666666666664,0.5391666666666667,0.43333333333333335,0.10666666666666667,1.2333333333333334,2.6166666666666667,1.0070833333333333,42.532916666666665,80.4875,1.6995833333333332,1.5708333333333335,0.8845833333333334,0.775,1.0345833333333332,1.5687499999999999,50.98291666666666,0.8183333333333334,1.1233333333333333,24.0,3.0,2020-2021
90240000,26.045454545454547,19.349999999999998,1.69,3.1063636363636364,3.338181818181818,0.11045454545454546,0.12272727272727274,0.11227272727272729,0.09090909090909091,0.20545454545454545,0.14272727272727273,6.222727272727272,0.9090909090909091,0.65,0.030909090909090907,0.007727272727272727,2.213636363636364,0.6490909090909092,0.5818181818181819,0.1572727272727273,1.4545454545454546,3.5545454545454547,1.0981818181818181,41.25272727272727,79.55909090909091,1.9277272727272725,1.4463636363636363,0.5918181818181818,0.8004545454545454,1.2413636363636364,1.8395454545454546,49.94136363636364,0.8227272727272728,0.9636363636363636,22.0,3.0,2022-2023
90240000,24.952380952380953,23.023809523809526,1.6676190476190478,3.1352380952380954,3.453333333333333,0.08761904761904762,0.11238095238095237,0.12571428571428572,0.08761904761904762,0.2138095238095238,0.08047619047619048,6.957142857142858,4.761904761904762,3.2523809523809524,0.027619047619047616,0.012857142857142859,1.5666666666666667,0.5880952380952381,0.2857142857142857,0.1761904761904762,1.7619047619047619,2.8666666666666667,0.9966666666666667,39.04095238095238,79.93809523809524,1.7038095238095239,1.2885714285714287,0.7038095238095238,0.6314285714285715,1.1728571428571428,1.6261904761904762,46.93761904761905,0.9014285714285715,1.0076190476190476,21.0,3.0,2021-2022
90240000,24.458333333333332,20.825,1.1704166666666667,2.7899999999999996,2.8945833333333333,0.06833333333333334,0.10333333333333333,0.10125,0.07125,0.17125,0.06708333333333333,6.004166666666667,0.0,3.0541666666666667,0.03,-0.010833333333333334,3.0041666666666664,0.41958333333333336,0.0625,0.13749999999999998,1.4124999999999999,3.2458333333333336,0.8866666666666667,33.250416666666666,74.49166666666666,1.4245833333333333,1.4329166666666666,0.8529166666666667,0.7320833333333333,1.07,1.26125,41.35958333333333,0.6629166666666667,1.3804166666666668,24.0,3.0,2020-2021
4352910,27.541666666666668,19.483333333333334,1.3275,3.5825,3.5087499999999996,0.06291666666666666,0.09291666666666666,0.10166666666666667,0.08333333333333333,0.18583333333333332,0.06208333333333333,6.004166666666666,4.166666666666667,3.9791666666666665,0.02291666666666667,0.0045833333333333325,3.15,0.6504166666666666,0.6083333333333333,0.13041666666666665,1.3999999999999997,3.983333333333333,0.9475000000000001,41.46541666666666,75.52499999999999,1.7545833333333334,1.2541666666666667,0.8266666666666667,0.74125,1.2325,1.66875,50.259166666666665,0.7125,1.2966666666666666,24.0,3.0,2022-2023
