Alavés,Almería,Athletic Club,Atlético Madrid,Barcelona,Betis,Cádiz,Celta Vigo,Getafe,Girona,Granada,Las Palmas,Mallorca,Osasuna,Rayo Vallecano,Real Madrid,Real Sociedad,Sevilla,Valencia,Villarreal
8d6fd021,78ecf4bb,2b390eca,db3b9613,206d90db,fc536746,ee7c297c,f25da7fb,7848bd64,9024a00a,a0435291,0049d422,2aa12281,03c57e2b,98e8af82,53a2f082,e31d1cd9,ad2be733,dcc91a7b,2a8183b3
